Sucursal;Dia;Mes;Anio;NombreTitulo;Precio;Cantidad
9 DE JULIO;15;7;2016;INSTALACIONES HIDROSANITARIAS;200;1
9 DE JULIO;15;7;2016;INSTALADOR ELECTRICISTA AUTORIZADO - LIBRO DE PRAC;400;1
9 DE JULIO;15;7;2016;CHOQUE DE REYES -CANCION DE HIELO Y FUEGO II;600;1
9 DE JULIO;15;7;2016;INTELIGENCIA EMOCIONAL ,LA;250;1
9 DE JULIO;15;7;2016;OFERTA EDICIONES B;50;1
9 DE JULIO;15;7;2016;CUENTA PENDIENTE;120;1
9 DE JULIO;15;7;2016;CABALLO DE FUEGO - GAZA 3;430;1
9 DE JULIO;16;7;2016;OBRAS COMPLETAS IV;400;1
9 DE JULIO;16;7;2016;MI PROPIO LIBRO DE RECORTES;200;1
9 DE JULIO;16;7;2016;DICCIONARIO NUOVO ITALIANO ESPAÑOL - SOPENA;470;1
9 DE JULIO;18;7;2016;ESPECTACULO DE MAGIA;490;1
9 DE JULIO;18;7;2016;LOS 7 HABITOS DE LA GENTE ALTAMENTE AFECTIVA;300;1
9 DE JULIO;18;7;2016;GUIA DE ESTUDIO - CONTRATOS CIVILES Y COMERCIALES;250;1
9 DE JULIO;18;7;2016;GUIA DE ESTUDIO - COMERCIAL;270;1
9 DE JULIO;18;7;2016;DECIR AMIGO;9;1
9 DE JULIO;18;7;2016;DEL AMOR Y OTROS DEMONIOS;150;1
9 DE JULIO;18;7;2016;ENCUENTROS (EL LADO B DEL AMOR);380;1
9 DE JULIO;18;7;2016;OIDOS SORDOS;360;1
9 DE JULIO;18;7;2016;LOS PARIENTES IMPORTORES;150;1
9 DE JULIO;18;7;2016;TEST DE LA PERSONA BAJO LA LLUVIA;170;1
9 DE JULIO;18;7;2016;PASAJERO 23 , EL;280;1
9 DE JULIO;20;7;2016;AHORA YO - SER MUJER TENER 40 Y ELEGIR TU VIDA;230;1
9 DE JULIO;20;7;2016;FACTURACION Y REGISTRACION 3.5;80;1
9 DE JULIO;20;7;2016;GUIA PRACTICA PARA EL CONTADOR 5TA ED;470;1
9 DE JULIO;21;7;2016;TEST DE MATRICES PROGRESIVAS ESCALA GENERAL;530;1
9 DE JULIO;21;7;2016;TEST DE MATRICES PROGRESIVAS - ESCALA COLOREADA;600;1
9 DE JULIO;21;7;2016;A LA SOMBRA DE UN VERDE LIMON;160;1
9 DE JULIO;21;7;2016;A LA UNA SALE LA LUNA;160;1
9 DE JULIO;21;7;2016;CANTO RESPLANDECIENTE, EL;160;1
9 DE JULIO;21;7;2016;AMOR TIRANO ANTOLOGIA;160;1
9 DE JULIO;21;7;2016;ANTOLOGIA DE LA COPLA DEL NOROESTE;160;1
9 DE JULIO;21;7;2016;SABUESO DE LOS BASKERVILLE, EL;100;1
9 DE JULIO;21;7;2016;GUERRA DE LOS MUNDOS, LA;100;1
9 DE JULIO;21;7;2016;DEDOS DE WALT DISNEY, LOS;180;1
9 DE JULIO;21;7;2016;CUENTA HASTA 10 - LA CASA DE MICKEY MOUSE;428;1
9 DE JULIO;21;7;2016;ARRASA CON TODO ESTAMPA DESCRIBE DIBUJA;150;1
9 DE JULIO;22;7;2016;BAJO LA MISMA ESTRELLA;290;1
9 DE JULIO;22;7;2016;ABRAZO DE LA NOCHE, EL;170;1
9 DE JULIO;22;7;2016;CONFIANZA TOTAL PARA TUS HIJOS;390;1
9 DE JULIO;22;7;2016;ONCE MINUTOS POCKET;190;1
9 DE JULIO;23;7;2016;ALMA AL DIABLO,EL;160;1
9 DE JULIO;25;7;2016;SOY LUNA EL PRINCIPIO DEL VERANO;150;1
9 DE JULIO;25;7;2016;ESTRES EN NIÑOS Y ADOLESCENTES, EL;270;1
9 DE JULIO;25;7;2016;TAROT ZEN;680;1
9 DE JULIO;25;7;2016;SELECCION MANUALES ESCOLARES;66,67;12
9 DE JULIO;25;7;2016;MERCADOTECNIA EXPRES;220;1
9 DE JULIO;25;7;2016;MARKETING CONTEMPORANEO;500;1
9 DE JULIO;25;7;2016;PYMES - INSTRUMENTO ESENCIAL;120;1
9 DE JULIO;25;7;2016;COMERCIO ELECTRONICO PARA PYMES;320;1
9 DE JULIO;25;7;2016;NUEVO MANUAL MERCK DE INFORMACION MEDICA GENERAL;4800;1
9 DE JULIO;26;7;2016;AUNQUE DIGA FRESAS;140;1
9 DE JULIO;26;7;2016;SI DECIDO QUEDARME;210;1
9 DE JULIO;26;7;2016;DECIR AMIGO;170;1
9 DE JULIO;26;7;2016;LUGARES MISTERIOSOS, LOS - MISTERIO DE LA HISTO;120;1
9 DE JULIO;27;7;2016;DELITOS CONTRA LA LIBERTAD;210;1
9 DE JULIO;27;7;2016;CODIGO PROCESAL PENAL DEL CHACO;150;1
9 DE JULIO;27;7;2016;JUDICIALIZACION DE LA SALUD Y METODOS ALTERNATIVOS;280;1
9 DE JULIO;27;7;2016;MANUAL PRACTICO DEL ESCRITO JUDICIAL PENAL;600;1
9 DE JULIO;27;7;2016;TORTUGA Y EL AGUILA, LA;20;1
9 DE JULIO;28;7;2016;CONTRADEMOCRACIA, LA;290;1
9 DE JULIO;28;7;2016;EL BUEN GOBIERNO;350;1
9 DE JULIO;28;7;2016;TEST DE RORSCHACH - LAMINAS;5000;1
9 DE JULIO;28;7;2016;LA SOCIEDAD DE IGUALES;310;1
9 DE JULIO;28;7;2016;GOLD EXPERIENCE A2 - SB - MY ENGLISH LAB;550;1
9 DE JULIO;28;7;2016;OFERTA DIAZ;50;1
9 DE JULIO;28;7;2016;SALVAJE DE BOSTON, LA;350;1
9 DE JULIO;29;7;2016;HERMENEUTICA INTRODUCCION BIBLICA;100;1
9 DE JULIO;29;7;2016;GOLD EXPERIENCE A1 - WB PRE-KEY;240;1
9 DE JULIO;29;7;2016;ESPARTACO;345;1
9 DE JULIO;29;7;2016;ESPARTACO - REBELION;360;1
9 DE JULIO;29;7;2016;SERIE APRENDIZAJE PALACE PETS - PIZARRA;350;1
9 DE JULIO;29;7;2016;EL GRITO MANSO;150;1
9 DE JULIO;29;7;2016;SELECCION INFANTIL OFERTA;150;1
9 DE JULIO;30;7;2016;A LA SOMBRA DEL ARBOL KAURI;500;1
9 DE JULIO;30;7;2016;NACIDA BAJO EL SOL DE ACUARIO;400;1
9 DE JULIO;1;8;2016;ORIGEN DE LA TRISTEZA, EL;260;1
9 DE JULIO;1;8;2016;NEUROANATOMIA CLINICA 7 ED.;1200;1
9 DE JULIO;1;8;2016;SALVAJE DE BOSTON, LA;350;1
9 DE JULIO;1;8;2016;CALLES DE EDINBURGO;210;1
9 DE JULIO;1;8;2016;EXTRAÑOS A LA LUZ DE LA LUNA;220;1
9 DE JULIO;1;8;2016;MANUAL PRAC.DE INST. SANITARIAS 1;370;1
9 DE JULIO;1;8;2016;SIEMPRE HAY UN MAÑANA;330;1
9 DE JULIO;2;8;2016;LUNA DE ENFRENTE - CUADERNO SAN MARTIN;150;1
9 DE JULIO;2;8;2016;PROBLEMA DE SAUCE LLORON, EL;35;1
9 DE JULIO;2;8;2016;HISTORIAS DEL PIOJO - TORRE DE PAPEL;130;1
9 DE JULIO;2;8;2016;YO RATON;35;1
9 DE JULIO;2;8;2016;JUEGO DE SOMBRAS;35;1
9 DE JULIO;2;8;2016;ESTABA LA PALOMA BLANCA;35;1
9 DE JULIO;2;8;2016;SAPITO GLO GLO GLO;35;1
9 DE JULIO;2;8;2016;TODO TODITO Y TODO;35;1
9 DE JULIO;2;8;2016;MARIA MARIANA MARIELA;35;1
9 DE JULIO;2;8;2016;MARAGRITA TENIA UNA PENA;35;1
9 DE JULIO;3;8;2016;PUENTE HACIA EL INFINITO, EL;230;1
9 DE JULIO;3;8;2016;DON DE VOLAR, EL;200;1
9 DE JULIO;3;8;2016;TRENZAS GAUCHAS;250;1
9 DE JULIO;3;8;2016;VIOLETA PARRA - PARA CHICAS Y CHICOS;90;1
9 DE JULIO;3;8;2016;CLARICE LISPECTOR - PARA CHICAS Y CHICOS;90;1
9 DE JULIO;3;8;2016;JULIO CORTAZAR - PARA CHICOS Y CHICAS;90;1
9 DE JULIO;3;8;2016;GUIA PRACTICA PARA EL CONTADOR 5TA ED;540;1
9 DE JULIO;3;8;2016;AUDITORIA 2 EDICION;460;1
9 DE JULIO;3;8;2016;DEUDAS DEL CUERPO, LAS;299;1
9 DE JULIO;4;8;2016;DON QUIJOTE DE LA MANCHA;170;1
9 DE JULIO;4;8;2016;ELSA Y ANA - CON LA CANCION LIBRE SOY;490;1
9 DE JULIO;4;8;2016;BIG ENGLISH 1 - PUPILS BOOK;420;1
9 DE JULIO;4;8;2016;BOG ENGLISH 1 - ACTIVITY BOOK;280;1
9 DE JULIO;5;8;2016;CUANDO ERA CHICO 1;120;1
9 DE JULIO;5;8;2016;PSICOANALISTA ,EL;260;1
9 DE JULIO;5;8;2016;ATLETISMO MENTAL;250;1
9 DE JULIO;5;8;2016;CHICAS EN NEW YORK;370;1
9 DE JULIO;5;8;2016;SALVAJE DE BOSTON, LA;350;1
9 DE JULIO;5;8;2016;MATAR A UN RUISEÑOR;300;1
9 DE JULIO;5;8;2016;DEMANDAS POR ACCIDENTES DE TRANSITO DEL NCCC;700;1
9 DE JULIO;5;8;2016;MANUAL DE SOCIEDADES;700;1
9 DE JULIO;6;8;2016;MURO, EL;160;1
9 DE JULIO;6;8;2016;CODIGO PENAL COMENTADO 2016;1500;1
9 DE JULIO;6;8;2016;CASOS ESPECIALES DE ESTAFAS Y OTRAS DEFRAUDACIONES;300;1
9 DE JULIO;6;8;2016;CUMBRES BORRASCOSAS;100;1
9 DE JULIO;6;8;2016;CASA ENCANTADA, LA;100;1
9 DE JULIO;6;8;2016;BACKPACK GOLD 1 - SB + CD-ROM;400;1
9 DE JULIO;6;8;2016;SACRIFICIO DE DEIGAMER, EL;200;1
9 DE JULIO;6;8;2016;CRITICA DE LA RAZON POPULISTA;250;1
9 DE JULIO;8;8;2016;HAMLET - ROMEO Y JULIETA;100;1
9 DE JULIO;8;8;2016;PRIMERA DAMA;140;1
9 DE JULIO;8;8;2016;TECNOLOGIA 3 - EGB 1;200;1
9 DE JULIO;8;8;2016;SOMBRAS DE LA SIRENA ,LA;200;1
9 DE JULIO;8;8;2016;ASESINATO ENTRE AMIGOS;200;1
9 DE JULIO;8;8;2016;NUDOS MENTALES - COMO SUPERAR NUESTRAS PROPIAS BAR;280;1
9 DE JULIO;8;8;2016;OFERTA DIAZ;120;1
9 DE JULIO;8;8;2016;ENCICLOPEDIA DE LOS DINOSAURIOS Y OTROS ANIMALES P;410;1
9 DE JULIO;8;8;2016;EL ORIGEN DE LA HERMENEUTICA DE SI;210;1
9 DE JULIO;8;8;2016;SENTIDO SOCIAL DEL GUSTO, EL;270;1
9 DE JULIO;9;8;2016;COLORES DE LA FELICIDAD, LOS;370;1
9 DE JULIO;10;8;2016;TEST GUESTALTICO VISOMOTOR (B.G) BENDER;200;1
9 DE JULIO;10;8;2016;GPS + PRACTICAS DEL LENGUAJE 6;100;1
9 DE JULIO;10;8;2016;PAMPIROTES 1, LOS;490;1
9 DE JULIO;10;8;2016;CODIGO PROCESAL CIVIL Y COMERCIAL - CHACO;100;1
9 DE JULIO;10;8;2016;CODIGO DE FALTAS DEL CHACO-NORMAS JUEGOS DE AZAR;100;1
9 DE JULIO;10;8;2016;CONTITUCION DE CHACO;80;1
9 DE JULIO;10;8;2016;EJECUCION DE LA PENA PRIVATIVA DE LA LIBERTAD;100;1
9 DE JULIO;10;8;2016;CODIGO PROCESAL PENAL DEL CHACO;150;1
9 DE JULIO;10;8;2016;CODIGO CONTENCIOSO ADMINISTRATIVO DEL CHACO L 848;100;1
9 DE JULIO;10;8;2016;PREPARADAS LISTAS A CRECER;120;1
9 DE JULIO;10;8;2016;PADECIENTES ,LOS;420;1
9 DE JULIO;10;8;2016;COLORES Y FORMAS;250;1
9 DE JULIO;10;8;2016;AFRODITA;230;1
9 DE JULIO;10;8;2016;EL ZORRO -COMIENZA LA LEYENDA;350;1
9 DE JULIO;10;8;2016;SONRISAS POR FAVOR - LA CASA DE MICKEY MOUSE;460;1
9 DE JULIO;11;8;2016;JORNADA DE TRABAJO;450;1
9 DE JULIO;11;8;2016;NOMBRE DEL VIENTO, EL;600;1
9 DE JULIO;11;8;2016;MANDALAS - CIRCULOS DECORATIVOS CARGADOS DE ESPIRI;125;1
9 DE JULIO;11;8;2016;LA JUNGLA MAGICA;225;1
9 DE JULIO;11;8;2016;CODIGO CIVIL Y COMERCIAL DE LA NACION - 2 TOMOS;2000;1
9 DE JULIO;11;8;2016;CHAMPIONS 2°ED SB/WB;450;1
9 DE JULIO;11;8;2016;INSTALACIONES DE GAS;450;1
9 DE JULIO;12;8;2016;ENTREVISTA;170;1
9 DE JULIO;12;8;2016;UNICORNIOS MAGICOS - CARTAS ORACULO;415;1
9 DE JULIO;13;8;2016;CHICA QUE SOÑABA CON UNA CERILLA Y UN BIDON DE GAS;470;1
9 DE JULIO;13;8;2016;IT;580;1
9 DE JULIO;16;8;2016;BIG ENGLISH LEVEL 1 CLASS AUDIO CDS;370;1
9 DE JULIO;16;8;2016;BIG ENGLISH 1 TEACHERS BOOK;550;1
9 DE JULIO;16;8;2016;BOG ENGLISH 1 - ACTIVITY BOOK;280;1
9 DE JULIO;17;8;2016;DAÑO AL DERECHO DE CHANCE -;1600;1
9 DE JULIO;18;8;2016;GUERREROS DE FRENCH, LOS;140;1
9 DE JULIO;18;8;2016;SPEAKOUT PRE INTERMEDIATE BOOK 1;460;1
9 DE JULIO;18;8;2016;SPEAKOUT PRE INTERMEDIATE FLEXI BOOK 2;460;1
9 DE JULIO;18;8;2016;DIDACTICA DEL NIVEL INICIAL EN CLAVE PEDAGOGICA;310;1
9 DE JULIO;19;8;2016;GENTE TOXICA - NUEVA EDICION;250;1
9 DE JULIO;19;8;2016;NIÑOS QUE CONSTRUYEN SU PODER DE LEER Y ESCRIBIR;250;1
9 DE JULIO;19;8;2016;MENTE ZEN , MENTE DE PRINCIPIANTE;280;1
9 DE JULIO;19;8;2016;CONTABILIDAD BASICA 5° ED.;850;1
9 DE JULIO;19;8;2016;FACUNDO;160;1
9 DE JULIO;19;8;2016;DON QUIJOTE DE LA MANCHA;170;1
9 DE JULIO;22;8;2016;CAZADORES DE SOMBRAS 6 - CIUDAD DEL FUEGO;400;1
9 DE JULIO;22;8;2016;VIAJE MAS LARGO DEL MUNDO, EL;100;1
9 DE JULIO;22;8;2016;REGRESO DEL BICHO COLORADO, EL;100;1
9 DE JULIO;22;8;2016;CANCION DEL BICHO COLORADO, LA;100;1
9 DE JULIO;22;8;2016;LEY DE PROCEDIMIENTOS ADMINISTRATIVOS - COMENTAD;300;1
9 DE JULIO;22;8;2016;DEMANDAS CIVILES DEL NUEVO CODIGO CIVIL Y COMERCIA;600;1
9 DE JULIO;22;8;2016;CODIGO PENAL DE LA NACION 2016 - BOLSILLO;250;1
9 DE JULIO;22;8;2016;USADOS;200;1
9 DE JULIO;23;8;2016;MATEMATICA FINANCIERA;300;1
9 DE JULIO;23;8;2016;IMPUESTO INTERNOS 2.9;80;2
9 DE JULIO;23;8;2016;CIENCIAS NATURALES 1 - CON TEXTOS DIGITALES;390;1
9 DE JULIO;24;8;2016;MATEMATICA FINANCIERA;300;1
9 DE JULIO;25;8;2016;LADO HUMANO DE LAS ORGANIZACIONES;180;1
9 DE JULIO;25;8;2016;ALADINO Y LA LAMPARA MARAVILLOSA;55,25;1
9 DE JULIO;25;8;2016;FAMILIA DELASOGA, LA;38,25;1
9 DE JULIO;25;8;2016;CENICIENTA, LA;55,25;1
9 DE JULIO;25;8;2016;ALAS PARA LA PALOMA;38,25;1
9 DE JULIO;25;8;2016;DIA MAS ESPANTOSO, EL;38,25;1
9 DE JULIO;25;8;2016;NEGRO TUBUA Y LA TOMASA, EL;38,25;1
9 DE JULIO;25;8;2016;RAPUNZEL;55,25;1
9 DE JULIO;25;8;2016;ORDEN, SILENCIO E HIGIENE;38,25;1
9 DE JULIO;25;8;2016;EULATO;38,25;1
9 DE JULIO;25;8;2016;UN MONSTRUO EN LA CALLE OLAVARRIA;38,25;1
9 DE JULIO;25;8;2016;PASTORCITO MENTIROSO ,EL;55,25;1
9 DE JULIO;25;8;2016;FLAUTISTA DE HAMELIN, EL;55,25;1
9 DE JULIO;25;8;2016;TRES CHANCHITOS, LOS;55,25;1
9 DE JULIO;25;8;2016;SOLDADITO DE PLOMO, EL;55,25;1
9 DE JULIO;25;8;2016;EPAMINONDAS;55,25;1
9 DE JULIO;25;8;2016;GATO CON BOTAS, EL;55,25;1
9 DE JULIO;25;8;2016;ZORRO Y EL CONDOR ,EL;55,25;1
9 DE JULIO;25;8;2016;ZAPATERO Y LOS DUENDES, EL;55,25;1
9 DE JULIO;25;8;2016;HANSEL Y GRETEL;55,25;1
9 DE JULIO;25;8;2016;SUEÑOS DEL SAPO, LOS;55,25;1
9 DE JULIO;25;8;2016;HIJA DE BLANCANIEVES, LA;38,25;1
9 DE JULIO;25;8;2016;QUE SILBA SIN BOCA, EL;38,25;1
9 DE JULIO;25;8;2016;GARBANZO PELIGROSO;38,25;1
9 DE JULIO;25;8;2016;MUCHOBICHO;38,25;1
9 DE JULIO;25;8;2016;NUMERO DOS ES EL NUMERO UNO, EL;38,25;1
9 DE JULIO;25;8;2016;TUTI FRUTI;38,25;1
9 DE JULIO;25;8;2016;GENIO Y EL PESCADOR, EL;38,25;1
9 DE JULIO;25;8;2016;CASAMIENTO DE LA PRINCESA, EL;38,25;1
9 DE JULIO;25;8;2016;PAJAROS DE BARRO;38,25;1
9 DE JULIO;25;8;2016;MI AMOR ESTA VERDE;38,25;1
9 DE JULIO;25;8;2016;CLASICOS BRILLANTES;70;8
9 DE JULIO;25;8;2016;PANDA TAI SHAN, EL - CUENTOS VIAJEROS;50;1
9 DE JULIO;25;8;2016;LIBRO DE LOS COLORES DE WILBUR, EL;90;1
9 DE JULIO;25;8;2016;SIRENITA ,LA;55,25;1
9 DE JULIO;25;8;2016;LIBRO DE LOS NUMEROS DE WILBUR;90;1
9 DE JULIO;25;8;2016;MIS PRIMEROS COLORES;85;1
9 DE JULIO;25;8;2016;MIS PRIMEROS NUMEROS;85;1
9 DE JULIO;25;8;2016;MIS PRIMERAS FORMAS;85;1
9 DE JULIO;25;8;2016;MI PRIMER LIBRO DE TELA;150;3
9 DE JULIO;25;8;2016;MIS PRIMERAS PALABRAS;85;1
9 DE JULIO;25;8;2016;PELOS Y PULGAS;38,25;1
9 DE JULIO;25;8;2016;CLUB DE LOS PERFECTOS, EL;38,25;1
9 DE JULIO;25;8;2016;ADIVINO, EL;38,25;1
9 DE JULIO;25;8;2016;MI ANIMALITO;29,75;1
9 DE JULIO;25;8;2016;UN GATO COMO CUALQUIERA;38,25;1
9 DE JULIO;25;8;2016;PREGUNTAS, LAS;29,75;1
9 DE JULIO;25;8;2016;PROBLEMA DE SAUCE LLORON, EL;29,75;1
9 DE JULIO;25;8;2016;PAYADA SOBRE PIOJOS Y CHANCHOS;29,75;1
9 DE JULIO;25;8;2016;MARIA MARIANA MARIELA;29,75;1
9 DE JULIO;25;8;2016;BURBUJAS;38,25;1
9 DE JULIO;25;8;2016;TRAJE DEL EMPERADOR, EL;55,25;1
9 DE JULIO;25;8;2016;BELLA DURMIENTE, LA;55,25;1
9 DE JULIO;25;8;2016;SIMBAD EL MARINO;55,25;1
9 DE JULIO;25;8;2016;PATITO FEO, EL;55,25;1
9 DE JULIO;25;8;2016;PULGARCITO;55,25;1
9 DE JULIO;25;8;2016;MUSICOS DE BREMEN,LOS;55,25;1
9 DE JULIO;25;8;2016;ALI BABA Y LOS CUARENTA LADRONES;55,25;1
9 DE JULIO;25;8;2016;RICITOS DE ORO;55,25;1
9 DE JULIO;25;8;2016;CAPERUCITA ROJA;55,25;1
9 DE JULIO;25;8;2016;BLANCANIEVES Y LOS SIETE ENANITOS;55,25;1
9 DE JULIO;25;8;2016;PROCEDIMIENTO LABORAL DEL CHACO - LEY N° 2.383;250;1
9 DE JULIO;25;8;2016;SEKOPE Y DIGBY - UN CUENTO EN AUSTRALIA;16;1
9 DE JULIO;25;8;2016;JACINTO Y WILLIAM ALBERTO JORGE WIRAPURU;16;1
9 DE JULIO;25;8;2016;ALEJANDRO Y EMILIO - UN CUENTO EN EL PLANETA TIERR;16;1
9 DE JULIO;25;8;2016;FLORINDA Y CAMILO - UN CUENTO EN EL DESIERTO DE GO;16;1
9 DE JULIO;25;8;2016;WAIKATA Y FIERITA - UN CUENTO EN LA SABANA DE AFRI;16;1
9 DE JULIO;25;8;2016;ALBERTO Y MATILDA - UN CUENTO EN EL BOSQUE KODIAK;16;1
9 DE JULIO;25;8;2016;SERAFIN Y MARTINO - UN CUENTO EN EL GOLFO NUEVO;16;1
9 DE JULIO;25;8;2016;CATALINA Y SEBASTIAN - UN CUENTO EN LA PUNA ARGENT;16;1
9 DE JULIO;25;8;2016;MATEO Y RAMIRO - UN CUENTO EN LA ANTARTIDA ARGENTI;16;1
9 DE JULIO;25;8;2016;GISPA Y HAFIZ - UN CUENTO A ORILLAS DEL NILO;16;1
9 DE JULIO;25;8;2016;DESCUBRO MI MUNDO EN 3D - AVES;70;1
9 DE JULIO;25;8;2016;MUNDO MARINO - DESCUBRO MI MUNDO EN 3D;70;1
9 DE JULIO;25;8;2016;CUENTOS MIS PRIMEROS LIBROS - DONDE ESTAS;50;1
9 DE JULIO;25;8;2016;COLECCION UNA FABULA;20;12
9 DE JULIO;25;8;2016;COLECCION CUENTOS CLASICOS;50;7
9 DE JULIO;25;8;2016;BEBE, EL;33,75;1
9 DE JULIO;25;8;2016;PALABRAS DE CASA ,LAS;180;1
9 DE JULIO;25;8;2016;TECNOLOGIA 6 - EGB 2;180;1
9 DE JULIO;26;8;2016;LIBRO DEL MAESTRO Y LA FAMILIA;290;1
9 DE JULIO;26;8;2016;GENESER HISTOLOGIA;1420;1
9 DE JULIO;26;8;2016;LIBRO DEL MAESTRO Y LA FAMILIA;290;1
9 DE JULIO;26;8;2016;GENESER HISTOLOGIA;1411;1
9 DE JULIO;26;8;2016;DIVINA COMEDIA, LA;160;1
9 DE JULIO;26;8;2016;DIVINA COMEDIA, LA;100;1
9 DE JULIO;27;8;2016;¿CUANTO SABES? BOCA;170;1
9 DE JULIO;27;8;2016;MANUAL PRACTICO DE INSTALACIONES SANITARIA 1;385;1
9 DE JULIO;27;8;2016;MANUAL PRAC. DE INST. SANITARIAS 2;385;1
9 DE JULIO;27;8;2016;TEST DE MATRICES PROGRESIVAS ESCALA GENERAL;530;1
9 DE JULIO;27;8;2016;RAYUELA;270;1
9 DE JULIO;29;8;2016;50 MANUALIDADES CIENTIFICAS;250;1
9 DE JULIO;29;8;2016;LO QUE NO SE DICE;370;1
9 DE JULIO;30;8;2016;ELLAS - CEREBRO CORAZON Y PSICOLOGIA DE LA MUJER;320;1
9 DE JULIO;30;8;2016;DON QUIJOTE DE LA MANCHA - EDIC CONMEMORATIVA;350;1
9 DE JULIO;31;8;2016;PANES - LA COCINA DE CHOLY BERRETEAGA;150;1
9 DE JULIO;31;8;2016;CODIGO PROCESAL PENAL DEL CHACO;150;1
9 DE JULIO;1;9;2016;FACTURACION Y REGISTRACION - 4TA EDICION;590;1
9 DE JULIO;1;9;2016;MI PRIMER BALANCE - 2 EDICION;430;1
9 DE JULIO;1;9;2016;CONFIANZA TOTAL PARA TUS HIJOS;390;1
9 DE JULIO;1;9;2016;ISLA DE LOS GLACIARES AZULES, LA;430;1
9 DE JULIO;2;9;2016;ZENTANGLE - DISEÑOS QUE ENAMORAN;180;1
9 DE JULIO;2;9;2016;LLUVIA SABE POR QUE, LA;190;1
9 DE JULIO;2;9;2016;EVANGELIO 2017 -CON EL PAP FRANCISCO;60;1
9 DE JULIO;2;9;2016;DICCIONARIO DE SINONIMOS Y ANTONIMOS;100;1
9 DE JULIO;2;9;2016;LA PRINCESA ENCANTADA;390;1
9 DE JULIO;2;9;2016;GRANDES MAESTROS DE LA ESTAFA;365;1
9 DE JULIO;2;9;2016;CONFIANZA TOTAL PARA TUS HIJOS;385;1
9 DE JULIO;2;9;2016;Y PORA;260;1
9 DE JULIO;2;9;2016;EN ALAS DE LA SEDUCCION;260;1
9 DE JULIO;2;9;2016;REC;250;1
9 DE JULIO;2;9;2016;ORIGENES DE LA CIVILIZACION HUMANA, LOS;390;1
9 DE JULIO;2;9;2016;DIVINIDAD PERDIDA Y MANIPULACION GENETICA II;220;1
9 DE JULIO;2;9;2016;CRIMEN DEL SEÑOR AMBROSIO, EL;65;1
9 DE JULIO;2;9;2016;PARA QUE SIRVE LA FILOSOFIA;360;1
9 DE JULIO;2;9;2016;HUNGRIA DEL 56;180;1
9 DE JULIO;5;9;2016;OPERACION PRIMICIA;350;1
9 DE JULIO;5;9;2016;ESQUINA DEL INFIERNO,LA;330;1
9 DE JULIO;5;9;2016;PRINCESA DEL HIELO,LA;200;1
9 DE JULIO;6;9;2016;CEREBRANDO EL APRENDIZAJE;260;1
9 DE JULIO;7;9;2016;TRAICIONADA;300;1
9 DE JULIO;7;9;2016;TAL COMO SOMOS;300;1
9 DE JULIO;7;9;2016;ELLA QUE TODO LO TUVO;230;1
9 DE JULIO;7;9;2016;PRINCIPIO, EL - CON ILUSTRACIONES DEL AUTOR;130;1
9 DE JULIO;7;9;2016;ENOJO, EL;160;1
9 DE JULIO;7;9;2016;GLOSARIO LENGUA QOM;150;1
9 DE JULIO;7;9;2016;PODER DE CAMBIAR, EL;280;1
9 DE JULIO;7;9;2016;ANTOLOGIA - VOL 2;100;1
9 DE JULIO;7;9;2016;EL PLACER DEL TEXO Y LECCION INAUGURAL;100;1
9 DE JULIO;7;9;2016;ANTOLOGIA - VOL 1;100;1
9 DE JULIO;7;9;2016;CHICAS EN NEW YORK;370;1
9 DE JULIO;7;9;2016;DON QUIJOTE DE LA MANCHA - EDIC CONMEMORATIVA;350;1
9 DE JULIO;8;9;2016;CUADERNOS VERDE DEL CHE, EL;190;1
9 DE JULIO;8;9;2016;CAZADOR DE HISTORIAS, EL;290;1
9 DE JULIO;8;9;2016;MAR Y LA SERPIENTE - ZONA LIBRE;190;1
9 DE JULIO;8;9;2016;ESPIRITU Y YO SANTO ,EL;350;1
9 DE JULIO;8;9;2016;REBELION EN LA SELVA ,TANINO MEMORIAS DE UN HECHO;200;2
9 DE JULIO;8;9;2016;CONSTITUCION DE LA NACION ARGENTINA Y DEL CHACO;50;1
9 DE JULIO;8;9;2016;MANUEL BELGRANO - EL HOMBRE DEL BICENTENARIO;350;1
9 DE JULIO;8;9;2016;PIDEME LO QUE QUIERA O DEJAME- III;420;1
9 DE JULIO;8;9;2016;PIDEME LO QUE QUIERAS Y YO TE DARE;380;1
9 DE JULIO;9;9;2016;CUENTOS DE TERROR PARA FRANCO 1;120;2
9 DE JULIO;9;9;2016;EN CINCO MINUTOS LEVANTATE MARIA;315;1
9 DE JULIO;9;9;2016;CUENTOS DE TERROR PARA FRANCO 5;150;2
9 DE JULIO;9;9;2016;ARQUEROS ILUSIONISTAS Y GOLEADORES;410;1
9 DE JULIO;9;9;2016;CUENTOS DE TERROR PARA FRANCO 8;180;2
9 DE JULIO;9;9;2016;CUENTOS DE TERROR PARA FRANCO 6;150;2
9 DE JULIO;9;9;2016;CUENTOS DE TERROR PARA FRANCO 4;140;2
9 DE JULIO;9;9;2016;CUENTOS DE TERROR PARA FRANCO 7;150;2
9 DE JULIO;9;9;2016;CUENTOS DE TERROR PARA FRANCO 2;120;2
9 DE JULIO;9;9;2016;CUENTOS DE TERROR PARA FRANCO 3;120;2
9 DE JULIO;9;9;2016;TEMOR DE UN HOMBRE SABIO, EL;679;1
