Sucursal;Editorial;Tema;Dia;Mes;Anio;NombreTitulo;Precio;Cantidad
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;CUENTOS DEL CIRCO;6375;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;CUENTOS Y TITERES;6375;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;PUMA Y SU TERRITORIO EL;4675;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;GUANACO Y SU RELINCHO EL;4675;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;PAYADA SOBRE PIOJOS Y CHANCHOS;289;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;ERASE UNA VEZ;289;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;HISTORIA DE UN AMOR EXAGERADO;6375;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;BALLENA Y SU SONAR LA;4675;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;FARSA DEL VENDEDOR DE LOROS Y COTORRAS;7225;1
9 DE JULIO;COLIHUE;INFANTILES;16;12;2016;CUENTOS Y CHINVENTOS;6375;1
9 DE JULIO;COLIHUE;INFANTILES;17;12;2016;FLAUTA DEL AFILADOR LA;5525;9
9 DE JULIO;COLIHUE;INFANTILES;17;12;2016;FILIBERTO ESTA FELIZ;5695;1
9 DE JULIO;COLIHUE;INFANTILES;17;12;2016;ARBOL CON PATAS;5695;1
9 DE JULIO;COLIHUE;INFANTILES;17;12;2016;GIGANTE LLORON EL;5695;1
9 DE JULIO;COLIHUE;INFANTILES;17;12;2016;TANGO DEL VOTO;5695;1
9 DE JULIO;COLIHUE;INFANTILES;17;12;2016;FANTASMAS NO QUIERO;5695;1
9 DE JULIO;COLIHUE;INFANTILES;17;12;2016;PRINCESA QUEJOSA LA;5695;1
9 DE JULIO;COLIHUE;INFANTILES;19;12;2016;PUEBLO QUE NO QUERIA SER GRIS EL;1445;1
9 DE JULIO;COLIHUE;INFANTILES;19;12;2016;PAPAPEPELIPITOPOS;136;1
9 DE JULIO;COLIHUE;INFANTILES;20;12;2016;PAYADA DEL BICHO COLORADO;289;1
9 DE JULIO;COLIHUE;INFANTILES;20;12;2016;PASTORCITO MENTIROSO EL;595;1
9 DE JULIO;COLIHUE;INFANTILES;20;12;2016;RAPUNZEL;595;1
9 DE JULIO;COLIHUE;INFANTILES;20;12;2016;CANCION PARA HACER LA MAZAMORRA;289;1
9 DE JULIO;COLIHUE;INFANTILES;21;12;2016;NINGUN BICHO CLAVA UN CLAVO;425;1
9 DE JULIO;COLIHUE;INFANTILES;21;12;2016;ESQUELETO FINAL;425;1
9 DE JULIO;COLIHUE;INFANTILES;21;12;2016;NIÑOS LAS BRUJAS NO EXISTEN;425;1
9 DE JULIO;COLIHUE;INFANTILES;21;12;2016;ORDEN SILENCIO E HIGIENE;425;1
9 DE JULIO;COLIHUE;INFANTILES;22;12;2016;ABRAN CANCHA QUE VIENE DON QUIJOTE DE LA MAN;6375;1
9 DE JULIO;COLIHUE;INFANTILES;23;12;2016;ULTIMO DINOSAURIO EL;75;1
9 DE JULIO;COLIHUE;INFANTILES;23;12;2016;CUENTOS CORTOS MEDIANOS Y FLACOS;75;1
9 DE JULIO;COLIHUE;INFANTILES;26;12;2016;EN EL RECREO ME DIVIERTO Y LEO;85;1
9 DE JULIO;COLIHUE;INFANTILES;27;12;2016;COMO SE HACEN LOS NIÑOS;170;1
9 DE JULIO;COLIHUE;INFANTILES;27;12;2016;CUENTOS CLASICOS DE TODO TIEMPO TOMO I;35275;1
9 DE JULIO;COLIHUE;JUEGOS PASATIEMPOS;4;7;2016;TRATADO GENERAL DE AJEDREZ T.1;299;1
9 DE JULIO;COLIHUE;JUEGOS PASATIEMPOS;31;8;2016;AJEDREZ PARA CHICOS;180;1
9 DE JULIO;COLIHUE;JUEGOS PASATIEMPOS;21;10;2016;AJEDREZ PARA CHICOS;185;1
9 DE JULIO;COLIHUE;JUEGOS PASATIEMPOS;4;11;2016;AJEDREZ PARA CHICOS;001;1
9 DE JULIO;COLIHUE;JUEGOS PASATIEMPOS;20;12;2016;AJEDREZ PARA CHICOS;190;1
9 DE JULIO;COLIHUE;JUVENILES;16;6;2016;DOÑA CLEMENTINA QUERIDITA LA ACHICADORA;65;1
9 DE JULIO;COLIHUE;JUVENILES;27;6;2016;AVENTURAS Y DESVENTURAS DE CASIPERRO DEL HAMBRE;200;1
9 DE JULIO;COLIHUE;JUVENILES;10;8;2016;DOÑA CLEMENTINA QUERIDITA LA ACHICADORA;5525;1
9 DE JULIO;COLIHUE;JUVENILES;20;9;2016;PETER PAN Y WENDY;216;1
9 DE JULIO;COLIHUE;JUVENILES;13;10;2016;EL PRINCIPITO - EDICION DE LUJO;230;1
9 DE JULIO;COLIHUE;JUVENILES;19;10;2016;UN CRIMEN SECUNDARIO;99;1
9 DE JULIO;COLIHUE;JUVENILES;21;10;2016;EL PRINCIPITO - EDICION DE LUJO;230;1
9 DE JULIO;COLIHUE;JUVENILES;1;11;2016;PETER PAN Y WENDY;270;1
9 DE JULIO;COLIHUE;JUVENILES;26;11;2016;EL PRINCIPITO - EDICION DE LUJO;230;1
9 DE JULIO;COLIHUE;JUVENILES;13;12;2016;EL PRINCIPITO - EDICION DE LUJO;230;1
9 DE JULIO;COLIHUE;JUVENILES;16;12;2016;PICARO BURLADO EL;7225;1
9 DE JULIO;COLIHUE;JUVENILES;16;12;2016;DOÑA CLEMENTINA QUERIDITA LA ACHICADORA;6375;1
9 DE JULIO;COLIHUE;JUVENILES;21;12;2016;EL PRINCIPITO - EDICION DE LUJO;230;1
9 DE JULIO;COLIHUE;JUVENILES;27;12;2016;CHICOS DE TERROR;85;1
9 DE JULIO;COLIHUE;JUVENILES;27;12;2016;MALDICION DE LA TORRE Y OTROS CUENTOS DE MIEDO;85;1
9 DE JULIO;COLIHUE;LINGUISTICA SEMIOTICA ETIMOLOG;4;7;2016;INSTRUMENTOS DE LA CRITICA NARRATIVA;256;1
9 DE JULIO;COLIHUE;LINGUISTICA SEMIOTICA ETIMOLOG;4;10;2016;RUMBO A LA LECTURA;200;1
9 DE JULIO;COLIHUE;LITERATURA;1;6;2016;ALICIA EN EL PAIS DE LAS MARAVILLAS;1785;1
9 DE JULIO;COLIHUE;LITERATURA;4;6;2016;CONDE LUCANOR EL;782;1
9 DE JULIO;COLIHUE;LITERATURA;6;6;2016;EL EXTRAÑO CASO DEL DR. JEKYLL Y MR. HYDE;140;1
9 DE JULIO;COLIHUE;LITERATURA;6;6;2016;EL EXTRAÑO CASO DEL DR. JEKYLL Y MR. HYDE;140;1
9 DE JULIO;COLIHUE;LITERATURA;6;6;2016;VIAJE HACIA LOS CUENTOS;119;2
9 DE JULIO;COLIHUE;LITERATURA;16;6;2016;PROFETA - EL LOCO - EL VAGABUNDO - EL JARDIN DEL P;165;1
9 DE JULIO;COLIHUE;LITERATURA;21;6;2016;MONJE Y EL DIABLO EL;65;1
9 DE JULIO;COLIHUE;LITERATURA;21;6;2016;EL PERRO Y OTROS CUENTOS;60;1
9 DE JULIO;COLIHUE;LITERATURA;21;6;2016;ALICIA EN EL PAIS DE LAS MARAVILLAS;210;1
9 DE JULIO;COLIHUE;LITERATURA;22;6;2016;CUENTOS COMPLETOS - 2 VOLUMENES;610;1
9 DE JULIO;COLIHUE;LITERATURA;23;6;2016;EDIPO REY - EDIPO COLMO;1615;1
9 DE JULIO;COLIHUE;LITERATURA;25;6;2016;VIAJE HACIA LOS CUENTOS;135;1
9 DE JULIO;COLIHUE;LITERATURA;1;7;2016;VIAJE HACIA LOS CUENTOS;140;1
9 DE JULIO;COLIHUE;LITERATURA;1;7;2016;COMEDIAS COMPLETAS;250;1
9 DE JULIO;COLIHUE;LITERATURA;2;7;2016;COMEDIAS COMPLETAS;250;1
9 DE JULIO;COLIHUE;LITERATURA;6;7;2016;ALICIA EN EL PAIS DE LAS MARAVILLAS;210;1
9 DE JULIO;COLIHUE;LITERATURA;6;7;2016;EN LA SANGRE;100;1
9 DE JULIO;COLIHUE;LITERATURA;12;7;2016;CUENTOS CON ESPECTROS SOMBRAS Y VAMPIROS;140;1
9 DE JULIO;COLIHUE;LITERATURA;13;7;2016;FRANKENSTEIN;300;1
9 DE JULIO;COLIHUE;LITERATURA;14;7;2016;WERTHER;110;1
9 DE JULIO;COLIHUE;LITERATURA;29;7;2016;GRAMATICA DE LA FANTASIA;200;1
9 DE JULIO;COLIHUE;LITERATURA;5;8;2016;EDIPO REY - EDIPO COLMO;220;1
9 DE JULIO;COLIHUE;LITERATURA;6;8;2016;ETERNAUTA EL;180;1
9 DE JULIO;COLIHUE;LITERATURA;10;8;2016;EDIPO REY - EDIPO COLMO;220;1
9 DE JULIO;COLIHUE;LITERATURA;10;8;2016;POETICA;190;1
9 DE JULIO;COLIHUE;LITERATURA;10;8;2016;CUENTOS DE HADAS;5695;1
9 DE JULIO;COLIHUE;LITERATURA;10;8;2016;COMEDIAS COMPLETAS;290;1
9 DE JULIO;COLIHUE;LITERATURA;10;8;2016;LA TORTUGA GIGANTE Y OTROS CUENTOS DE LA SELVA;5525;1
9 DE JULIO;COLIHUE;LITERATURA;17;8;2016;COMEDIAS COMPLETAS;285;1
9 DE JULIO;COLIHUE;LITERATURA;19;8;2016;FACUNDO;160;1
9 DE JULIO;COLIHUE;LITERATURA;19;8;2016;GRAMATICA DE LA FANTASIA;200;1
9 DE JULIO;COLIHUE;LITERATURA;20;8;2016;GRINGA LA;100;1
9 DE JULIO;COLIHUE;LITERATURA;20;8;2016;EN LA SANGRE;120;1
9 DE JULIO;COLIHUE;LITERATURA;20;8;2016;DON SEGUNDO SOMBRA;160;1
9 DE JULIO;COLIHUE;LITERATURA;22;8;2016;ETERNAUTA EL - OTROS CUENTOS DE CIENCIA FICCION;160;1
9 DE JULIO;COLIHUE;LITERATURA;27;8;2016;MODERNISMO HISPANOAMERICANOEL.ANTOLOGIA;150;1
9 DE JULIO;COLIHUE;LITERATURA;30;8;2016;ETERNAUTA EL - OTROS CUENTOS DE CIENCIA FICCION;160;1
9 DE JULIO;COLIHUE;LITERATURA;2;9;2016;FACUNDO;180;1
9 DE JULIO;COLIHUE;LITERATURA;3;9;2016;MINUTOS A TODA HORA;85;1
9 DE JULIO;COLIHUE;LITERATURA;5;9;2016;DON QUIJOTE DE LA MANCHA;160;1
9 DE JULIO;COLIHUE;LITERATURA;9;9;2016;HAMLET;120;1
9 DE JULIO;COLIHUE;LITERATURA;10;9;2016;MARIPOSA DEL AIRE;30;1
9 DE JULIO;COLIHUE;LITERATURA;17;9;2016;VIAJE HACIA LOS CUENTOS;001;2
9 DE JULIO;COLIHUE;LITERATURA;20;9;2016;LIBRO DEL FANTASMA EL;243;1
9 DE JULIO;COLIHUE;LITERATURA;22;9;2016;MARIPOSA DEL AIRE;75;1
9 DE JULIO;COLIHUE;LITERATURA;28;9;2016;EN LA SANGRE;120;1
9 DE JULIO;COLIHUE;LITERATURA;28;9;2016;CUENTOS CON ESPECTROS SOMBRAS Y VAMPIROS;150;1
9 DE JULIO;COLIHUE;LITERATURA;30;9;2016;QUE FACIL ES VOLAR;75;1
9 DE JULIO;COLIHUE;LITERATURA;1;10;2016;ARTE DE AMAR;215;1
9 DE JULIO;COLIHUE;LITERATURA;3;10;2016;POETICA;190;1
9 DE JULIO;COLIHUE;LITERATURA;4;10;2016;POETICA;190;1
9 DE JULIO;COLIHUE;LITERATURA;5;10;2016;ALICIA EN EL PAIS DE LAS MARAVILLAS;240;1
9 DE JULIO;COLIHUE;LITERATURA;6;10;2016;POETICA;190;1
9 DE JULIO;COLIHUE;LITERATURA;6;10;2016;POETICA;190;1
9 DE JULIO;COLIHUE;LITERATURA;6;10;2016;EN LA SANGRE;120;1
9 DE JULIO;COLIHUE;LITERATURA;7;10;2016;EDIPO REY - EDIPO COLMO;220;1
9 DE JULIO;COLIHUE;LITERATURA;14;10;2016;FACUNDO;148;1
9 DE JULIO;COLIHUE;LITERATURA;14;10;2016;GRINGA LA;80;1
9 DE JULIO;COLIHUE;LITERATURA;17;10;2016;HAMLET;100;1
9 DE JULIO;COLIHUE;LITERATURA;26;10;2016;FLORES DEL MAL LAS;270;1
9 DE JULIO;COLIHUE;LITERATURA;26;10;2016;COLOR QUE CAYO DEL CIELO Y OTROS RELATOS;130;1
9 DE JULIO;COLIHUE;LITERATURA;26;10;2016;FLORES DEL MAL LAS;270;1
9 DE JULIO;COLIHUE;LITERATURA;1;11;2016;DON SEGUNDO SOMBRA;160;1
9 DE JULIO;COLIHUE;LITERATURA;3;11;2016;VIAJE HACIA LOS CUENTOS;150;1
9 DE JULIO;COLIHUE;LITERATURA;4;11;2016;ETERNAUTA EL;001;2
9 DE JULIO;COLIHUE;LITERATURA;4;11;2016;CONDE LUCANOR EL;110;1
9 DE JULIO;COLIHUE;LITERATURA;15;11;2016;LIBRO DEL FANTASMA EL;260;1
9 DE JULIO;COLIHUE;LITERATURA;16;11;2016;CUENTOS CON ESPECTROS SOMBRAS Y VAMPIROS;1275;1
9 DE JULIO;COLIHUE;LITERATURA;16;11;2016;DIABLO EN LA BOTELLA EL;70;1
9 DE JULIO;COLIHUE;LITERATURA;17;11;2016;GRITO EL;120;1
9 DE JULIO;COLIHUE;LITERATURA;1;12;2016;ELOGIO DE LA LOCURA;190;1
9 DE JULIO;COLIHUE;LITERATURA;1;12;2016;FACUNDO;180;1
9 DE JULIO;COLIHUE;LITERATURA;3;12;2016;CUENTOS COMPLETOS - 2 VOLUMENES;690;1
9 DE JULIO;COLIHUE;LITERATURA;5;12;2016;POETICA;180;1
9 DE JULIO;COLIHUE;LITERATURA;7;12;2016;FACUNDO;180;1
9 DE JULIO;COLIHUE;LITERATURA;12;12;2016;CRIMEN Y CASTIGO;430;1
9 DE JULIO;COLIHUE;LITERATURA;12;12;2016;ILUMINACIONES;110;1
9 DE JULIO;COLIHUE;LITERATURA;14;12;2016;DON QUIJOTE DE LA MANCHA;154;1
9 DE JULIO;COLIHUE;LITERATURA;22;12;2016;CUENTOS VERDES DE ANASTASIO BATRACIO LOS;6375;1
9 DE JULIO;COLIHUE;LITERATURA;22;12;2016;DON SEGUNDO SOMBRA;160;1
9 DE JULIO;COLIHUE;LITERATURA;27;12;2016;GRINGA LA;935;1
9 DE JULIO;COLIHUE;LITERATURA;28;12;2016;ROMEO Y JULIETA;782;1
9 DE JULIO;COLIHUE;LITERATURA;28;12;2016;LIBRO ROBADO INSUFICIENTE EL;70;1
9 DE JULIO;COLIHUE;LITERATURA;30;12;2016;CUENTOS D ELA SELVA;200;1
9 DE JULIO;COLIHUE;MITOLOGIA-SUPERSTICIONES-LEYEN;19;8;2016;AVENTURAS DEL REY MOMO Y OTRAS LEYENDAS CHINAS;110;1
9 DE JULIO;COLIHUE;MUSICA;30;9;2016;LETRAS DE ROCK EN ARGENTINA LAS;340;1
9 DE JULIO;COLIHUE;MUSICA;30;9;2016;LETRAS DE ROCK EN ARGENTINA LAS;340;1
9 DE JULIO;COLIHUE;MUSICA;19;12;2016;INSTRUMENTOS MUSICALES ALTERNATIVOS CON PAST;1275;1
9 DE JULIO;COLIHUE;NARRATIVA;30;9;2016;CAMBIO DE ARMAS Y OTROS CUENTOS POLITICOS;200;1
9 DE JULIO;COLIHUE;NARRATIVA;5;10;2016;CAMBIO DE ARMAS Y OTROS CUENTOS POLITICOS;170;1
9 DE JULIO;COLIHUE;NARRATIVA;16;11;2016;CAMBIO DE ARMAS Y OTROS CUENTOS POLITICOS;200;1
9 DE JULIO;COLIHUE;NOVELAS;7;6;2016;MARIA;140;1
9 DE JULIO;COLIHUE;NOVELAS;10;6;2016;BARROCO HISPANOAMERICANO;80;1
9 DE JULIO;COLIHUE;NOVELAS;22;6;2016;TITERES DE LA ANDARIEGA;105;1
9 DE JULIO;COLIHUE;NOVELAS;29;6;2016;MARIA;140;1
9 DE JULIO;COLIHUE;NOVELAS;15;7;2016;MANUAL DEL PROMOTOR CULTURAL I;183;1
9 DE JULIO;COLIHUE;NOVELAS;15;7;2016;MANUAL DEL PROMOTOR CULTURAL (TIII);183;1
9 DE JULIO;COLIHUE;NOVELAS;15;7;2016;MANUAL DEL PROMOTOR CULTURAL (T.II);183;1
9 DE JULIO;COLIHUE;NOVELAS;16;7;2016;CASA DEL LAGO DE LA LUNA LA;220;1
9 DE JULIO;COLIHUE;NOVELAS;10;8;2016;BURLADOR DE SEVILLA;969;1
9 DE JULIO;COLIHUE;NOVELAS;10;8;2016;MARIA;13345;1
9 DE JULIO;COLIHUE;NOVELAS;11;8;2016;MI HIJO EL DOTOR;001;1
9 DE JULIO;COLIHUE;NOVELAS;12;8;2016;NO ME DIGAN QUE NO;115;1
9 DE JULIO;COLIHUE;NOVELAS;19;8;2016;MARIANELA;110;1
9 DE JULIO;COLIHUE;NOVELAS;19;8;2016;MARIA;160;1
9 DE JULIO;COLIHUE;NOVELAS;28;9;2016;VIDA ES SUEÑO LA;120;1
9 DE JULIO;COLIHUE;NOVELAS;14;10;2016;DIVERTIDAS AVENTURAS DE UN NIETO DE JUAN MOR;136;1
9 DE JULIO;COLIHUE;NOVELAS;2;11;2016;BURLADOR DE SEVILLA;001;1
9 DE JULIO;COLIHUE;NOVELAS;3;11;2016;PESADILLA PARA HACKERS;120;1
9 DE JULIO;COLIHUE;NOVELAS;5;11;2016;TIRANO BANDERAS;150;1
9 DE JULIO;COLIHUE;NOVELAS;7;11;2016;PESADILLA PARA HACKERS;120;1
9 DE JULIO;COLIHUE;NOVELAS;16;11;2016;CRUZAR LA NOCHE;11475;1
9 DE JULIO;COLIHUE;NOVELAS;14;12;2016;VOCES DE INFANCIAS;2125;1
9 DE JULIO;COLIHUE;NOVELAS;27;12;2016;MI HIJO EL DOTOR;935;1
9 DE JULIO;COLIHUE;NOVELAS;27;12;2016;JUVENILIA;935;1
9 DE JULIO;COLIHUE;NOVELAS - HISTORICAS CRONICAS;5;10;2016;A VEINTE AÑOS LUZ;295;1
9 DE JULIO;COLIHUE;NOVELAS - HISTORICAS CRONICAS;16;11;2016;A VEINTE AÑOS LUZ;330;1
9 DE JULIO;COLIHUE;POESIA - EUROPA;15;9;2016;NOCHE TOTEM;210;1
9 DE JULIO;COLIHUE;POESIA - EUROPA;1;11;2016;NOCHE TOTEM;210;1
9 DE JULIO;COLIHUE;POESIAS;10;6;2016;BARROCO ESPAÑOL;80;1
9 DE JULIO;COLIHUE;POESIAS;11;7;2016;EN LO MAS IMPLACABLE DE LA NOCHE;125;1
9 DE JULIO;COLIHUE;POESIAS;18;7;2016;POEMAS PARA MIRAR;120;1
9 DE JULIO;COLIHUE;POESIAS;30;8;2016;USO DE LA PALABRA EL;180;1
9 DE JULIO;COLIHUE;POESIAS;29;11;2016;COPLAS A LA MUERTE DE SU PADRE;100;1
9 DE JULIO;COLIHUE;POLITICA;15;6;2016;MENTIR A DIARIO;280;1
9 DE JULIO;COLIHUE;POLITICA;17;6;2016;MAURICIO MACRI - LA VUELTA DEL PASADO;150;1
9 DE JULIO;COLIHUE;POLITICA;18;6;2016;MENTIR A DIARIO;280;1
9 DE JULIO;COLIHUE;POLITICA;28;6;2016;MENTIR A DIARIO;280;1
9 DE JULIO;COLIHUE;POLITICA;4;7;2016;MAURICIO MACRI - LA VUELTA DEL PASADO;140;1
9 DE JULIO;COLIHUE;POLITICA;11;7;2016;MENTIR A DIARIO;295;1
9 DE JULIO;COLIHUE;POLITICA;13;7;2016;MENTIR A DIARIO;280;1
9 DE JULIO;COLIHUE;POLITICA;23;7;2016;REBENQUE DEL DIABLOEL;140;1
9 DE JULIO;COLIHUE;POLITICA;28;7;2016;ENVAR EL KADRI;200;1
9 DE JULIO;COLIHUE;POLITICA;4;8;2016;MAURICIO MACRI - LA VUELTA DEL PASADO;150;1
9 DE JULIO;COLIHUE;POLITICA;19;8;2016;CORRESPONDENCIA PERON-COOKE;001;1
9 DE JULIO;COLIHUE;POLITICA;19;8;2016;PERONISMO Y REVOLUCION - TOM V;001;1
9 DE JULIO;COLIHUE;POLITICA;19;8;2016;PERON REFLEJOS DE UNA VIDA;001;1
9 DE JULIO;COLIHUE;POLITICA;19;8;2016;ACCION PARLAMENTARIA TOMO I;001;1
9 DE JULIO;COLIHUE;POLITICA;24;8;2016;KIRCHNERISMO(2003-2015);315;1
9 DE JULIO;COLIHUE;POLITICA;2;9;2016;CORRESPONDENCIA PERON-COOKE;510;1
9 DE JULIO;COLIHUE;POLITICA;3;9;2016;LIBROS Y ALPARGATAS;140;1
9 DE JULIO;COLIHUE;POLITICA;5;9;2016;KIRCHNERISMO(2003-2015);310;1
9 DE JULIO;COLIHUE;POLITICA;10;9;2016;REBENQUE DEL DIABLOEL;110;1
9 DE JULIO;COLIHUE;POLITICA;19;9;2016;PERONISMO Y REVOLUCION - TOM V;279;1
9 DE JULIO;COLIHUE;POLITICA;4;10;2016;MENTIR A DIARIO;300;1
9 DE JULIO;COLIHUE;POLITICA;5;10;2016;ACCION PARLAMENTARIA TOMO I;360;1
9 DE JULIO;COLIHUE;POLITICA;27;10;2016;SUEÑOS SOBREVIVIENTES DE UNA MONTONERA;135;1
9 DE JULIO;COLIHUE;POLITICA;4;11;2016;REBENQUE DEL DIABLOEL;001;2
9 DE JULIO;COLIHUE;POLITICA;4;11;2016;MENTIR A DIARIO;001;2
9 DE JULIO;COLIHUE;POLITICA;5;11;2016;BARING BROTHERS Y LA HISTORIA POLITICA ARGENTINA;190;1
9 DE JULIO;COLIHUE;POLITICA;17;11;2016;ACCION PARLAMENTARIA TOMO I;360;1
9 DE JULIO;COLIHUE;POLITICA;19;11;2016;LIBROS Y ALPARGATAS;140;1
9 DE JULIO;COLIHUE;POLITICA;15;12;2016;ESTADO TERRORISTA ARGENTINO EL;335;1
9 DE JULIO;COLIHUE;POLITICA;19;12;2016;KIRCHNERISMO(2003-2015);310;1
9 DE JULIO;COLIHUE;POLITICA;20;12;2016;MAURICIO MACRI - LA VUELTA DEL PASADO;140;1
9 DE JULIO;COLIHUE;POLITICA;28;12;2016;RESTOS PAMPEANOS;150;1
9 DE JULIO;COLIHUE;RELIGION SANTOS ESCLESIATICOS;22;12;2016;CONFESIONES;340;1
9 DE JULIO;COLIHUE;TEATRO;3;9;2016;CLAVE ENCANTADA;85;1
9 DE JULIO;COLIHUE;TEATRO;27;12;2016;BODAS DE SANGRE;102;1
9 DE JULIO;DE LA FLOR;CINEMATOGRAFIA - VIDEO;28;12;2016;NUEVA CRONICAS DE CINE;55;1
9 DE JULIO;DE LA FLOR;GENERALIDADES;18;11;2016;INODORO PEREYRA  1;200;1
9 DE JULIO;DE LA FLOR;GENERALIDADES;18;11;2016;INODORO PEREYRA  8;200;1
9 DE JULIO;DE LA FLOR;GENERALIDADES;18;11;2016;INODORO PEREYRA  7;200;1
9 DE JULIO;DE LA FLOR;GENERALIDADES;18;11;2016;INODORO PEREYRA  2;200;1
9 DE JULIO;DE LA FLOR;GENERALIDADES;18;11;2016;INODORO PEREYRA  4;200;1
9 DE JULIO;DE LA FLOR;GENERALIDADES;18;11;2016;INODORO PEREYRA  3;200;1
9 DE JULIO;DE LA FLOR;GENERALIDADES;18;11;2016;INODORO PEREYRA  6;200;1
9 DE JULIO;DE LA FLOR;GENERALIDADES;18;11;2016;INODORO PEREYRA  9;200;1
9 DE JULIO;DE LA FLOR;HUMOR;30;6;2016;10 AÑOS CON MAFALDA;200;1
9 DE JULIO;DE LA FLOR;HUMOR;4;7;2016;TODA MAFALDA;720;1
9 DE JULIO;DE LA FLOR;HUMOR;12;7;2016;TODA MAFALDA;700;1
9 DE JULIO;DE LA FLOR;HUMOR;22;7;2016;TODA MAFALDA;720;1
9 DE JULIO;DE LA FLOR;HUMOR;15;8;2016;TODA MAFALDA;001;5
9 DE JULIO;DE LA FLOR;HUMOR;10;9;2016;TODA MAFALDA;576;1
9 DE JULIO;DE LA FLOR;HUMOR;6;10;2016;TODA MAFALDA;850;1
9 DE JULIO;DE LA FLOR;HUMOR;29;10;2016;TODA MAFALDA;720;1
9 DE JULIO;DE LA FLOR;HUMOR;3;11;2016;TODA MAFALDA;648;1
9 DE JULIO;DE LA FLOR;HUMOR;7;11;2016;TODA MAFALDA;001;2
9 DE JULIO;DE LA FLOR;HUMOR;24;12;2016;TODA MAFALDA;700;1
9 DE JULIO;DE LA FLOR;HUMOR;26;12;2016;TODA MAFALDA;840;1
9 DE JULIO;DE LA FLOR;INFANTILES;4;10;2016;GATURRO 26;130;1
9 DE JULIO;DE LA FLOR;INFANTILES;7;10;2016;GATURRO 26;130;1
9 DE JULIO;DE LA FLOR;POLITICA;8;6;2016;OPERACION MASACRE;110;1
9 DE JULIO;DE LA FLOR;POLITICA;23;6;2016;OPERACION MASACRE;120;1
9 DE JULIO;DE LA FLOR;POLITICA;16;8;2016;OPERACION MASACRE;120;1
9 DE JULIO;DE LA FLOR;POLITICA;18;8;2016;OPERACION MASACRE;120;1
9 DE JULIO;DE LA FLOR;POLITICA;19;8;2016;OPERACION MASACRE;150;1
9 DE JULIO;DE LA FLOR;POLITICA;9;9;2016;OPERACION MASACRE;150;1
9 DE JULIO;DE LA FLOR;POLITICA;9;9;2016;OPERACION MASACRE;120;1
9 DE JULIO;DE LA FLOR;POLITICA;9;9;2016;OPERACION MASACRE;135;1
9 DE JULIO;DE LA FLOR;POLITICA;16;9;2016;OPERACION MASACRE;150;1
9 DE JULIO;DE LA FLOR;POLITICA;26;9;2016;OPERACION MASACRE;150;1
9 DE JULIO;DE LA FLOR;POLITICA;1;10;2016;OPERACION MASACRE;150;1
9 DE JULIO;DE LA FLOR;POLITICA;24;10;2016;OPERACION MASACRE;150;1
9 DE JULIO;DE LA FLOR;POLITICA;7;11;2016;OPERACION MASACRE;150;1
9 DE JULIO;DE LA FLOR;POLITICA;11;11;2016;OPERACION MASACRE;001;3
9 DE JULIO;DE LA FLOR;POLITICA;15;12;2016;OPERACION MASACRE;1275;5
9 DE JULIO;EDAF;AUTOAYUDA;2;9;2016;INDIA MISTICA Y SECRETA LA;250;1
9 DE JULIO;EDAF;AUTORES CHAQUEÑOS Y REGIONALES;14;6;2016;EN LA RESACA;280;1
9 DE JULIO;EDAF;AUTORES CHAQUEÑOS Y REGIONALES;15;7;2016;EN LA RESACA;271;1
9 DE JULIO;EDAF;LITERATURA;11;10;2016;TRAGEDIAS;100;6
9 DE JULIO;EDAF;NOVELAS;3;8;2016;GOYA;250;1
9 DE JULIO;EDAF;POLITICA;23;9;2016;CIA - HISTORIA DE LA COMPAÑIA;250;1
9 DE JULIO;EDAF;RELIGION SANTOS ESCLESIATICOS;18;7;2016;MARIA;150;1
9 DE JULIO;ERREPAR;CONTABILIDAD;11;7;2016;GUIA PRACTICA PARA EL CONTADOR 5TA ED;470;1
9 DE JULIO;ERREPAR;CONTABILIDAD;15;7;2016;GUIA PRACTICA PARA EL CONTADOR 5TA ED;470;1
9 DE JULIO;ERREPAR;CONTABILIDAD;20;7;2016;GUIA PRACTICA PARA EL CONTADOR 5TA ED;470;1
9 DE JULIO;ERREPAR;CONTABILIDAD;3;8;2016;GUIA PRACTICA PARA EL CONTADOR 5TA ED;540;1
9 DE JULIO;ERREPAR;CONTABILIDAD;3;8;2016;AUDITORIA 2 EDICION;460;1
9 DE JULIO;ERREPAR;CONTABILIDAD;10;9;2016;CONSTRUCCION REGIMEN LABORAL - 7· EDIC;2456;1
9 DE JULIO;ERREPAR;CONTABILIDAD;17;11;2016;GUIA DE TRAMITES ANTE LA AFIP;520;1
9 DE JULIO;ERREPAR;CONTABILIDAD;28;12;2016;GUIA PRACTICA PARA EL CONTADOR 5TA ED;540;1
